关键词,文章标题,公众号,发布日期,摘要,文章链接
何友,CEAI 2026 大会重磅主旨报告—何友院士《智能无人系统发展前沿》,N/A,2026-04-05 23:21:18,"01主旨报告简介智能无人系统发展前沿何友中国工程院院士报告人简介:何友,中国工程院院士,教授、博士生导师,1997年毕业于...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9SEWDTyB9mYUoNQhhgRhZxK9AONkl5HCktrIAYFOHxNjHjy3Sxoa1GeMUXMqrba0sfLtktzHEQ-I3xMUhAM7cqiRYLRQ-S1yHKf6gV4sdymu2YyIhXrLuhMUBJ-7frYMdHyEmEh9VRUvB_CAxyN6_TG-77heUknE6lMR0Uh4tFkmE8RsmObDbtQ..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,何友生到石滩镇调研“党建引领·百村振兴”工作,N/A,2026-03-20 20:57:17,"4月14日,区委书记何友生带队到石滩镇调研“党建引领·百村振兴”工作时强调,全区上下要深入学习贯彻党的二十大精神,切实发...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9lqjPv2ow4XgmnRE-n54Hn04ulSqwpN--qCfjFAhVj__eoXenOXPC7YBWoRpZ4FBJGhxleVA1DBpy6YKKORILSxsdm85GTetMwvgIOgUnBtMclDKhLMWao_FpaY-cU6HyPkcusxeb9azg_6M9onEIzWiMaX3uzfjd0rT6USKOD6fYl_Q5RRZQjg..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,纪念何友谅烈士,N/A,2026-03-29 23:02:03,"何友谅烈士,浙江鄞县人.一九四三年秋被杀害,时年二十七岁.一九三八年考入浙江大学中文系,在校期问关心国事,以极大的热情...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9Tw58oTKu1QQLygjd-e0HntWMYjlABio-_lPjRxaiR7kHvKUAHW_lgabO6hkkIlwEGh8129r88LyBROxyoLDMKtZ-aXPONOAqQOEvgrixU8ii2o3iv9r-7ey4OjtkAUj8Ocbex-99k_dp5RYthE7rzcMHlLRx4NSvjCIu7ybIXmQCn9lOoZLP2Q..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,【YAC2026】何友院士将作大会主旨报告!第41届中国自动化学会青年学术年会邀您共襄盛会,N/A,2026-04-07 11:47:43,"何友,中国工程院院士,教授,博士生导师,1997年毕业于清华大学,获通信与信息系统博士学位, 曾留学德国.中共“十七大”代...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9qg1XLwGtgznOibTfruBIOvsq0SyTS-0tbJ9h8E0qqTNkRhPbMRvXypCORog9lWcix9qMqZFS4AVzBahVHzbJzYF3rgjtXUOn-wDNsHw0V6RqtYOxH0vH6Z_3hl90xM4JDqDsJNe4AnIfgvlrLcnZoshJKw5NWEAK7YuDtGg2l1vS-e4Yz84xMA..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,​他穿着被怀疑藏有摄像头的鞋子出庭,N/A,2023-11-04 11:31:34,"“她们欠我一个道歉”尽管未被认定涉嫌偷拍,那段脱鞋、被人检视的经历仍然在何友身上种下了心结.“地铁上被诬陷偷拍者”,在...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9qKJVXFYGSlbnEb0O8FeZ3knKJv55ugIBHOFGoopHUQZLUJgxBY_vX-tZic6vOKTHemY9DFmoUS9w9cjEhPtEBusJWM805K8XFXQEGRE6VnkFBRtDeKUJftZs75L4XX18PXCHT76KIlla62YuDNzQ65St4-nZ-B5v-t9aJeT7QdTYl_Q5RRZQjg..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,快讯!沪上高校这1767名本专科生获得了国家奖学金!,N/A,2017-11-09 22:45:34,胡安琪会计学院会计学女吴奕琳会计学院会计学女何友会计学院会计学男侯诗琪会计学院会计学女唐紫川会计学院会计学女罗毅聪会计...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9ZZCXt2Q7eI141Wz8ru319RybYf7Sx_70hHj8XncYMIHWwpn6xA8k58uxgFjJ09-uFRxTFlfrYQVXkhhFIVOSp8C8bXEOk4PCAXyZtQe5IG6ojhKSsvE4lRmftSRAl8ttstNsdNJVK8-4uBRY-x0Uy0sHMYJ5GAAMlgdsDHKaWSFS6t2rFt2rnA..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,第十九届电子年会 | 天临空地融合感知与智能处理专题论坛议程公布!,N/A,2026-04-08 20:32:33,"中国工程院院士简介:何友,中国工程院院士,教授、博士生导师,1997年毕业于清华大学,获通信与信息系统博士学位,曾留学德国...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9aiiOU4LtTSpOUjMz5UoHkAG_k3GUhPIP_fB0ZBSE7HV8npftmvELcxinuL9C56zbTq9nLAhcr70KqIAkx9Bory7H3a_v5lXr7RNhNqcQCVjpyR001URR3vRfRXuiGN_2LUKyPkg_s63_5tEGFuIqPykNG7e68kmhLlORkib7GGE89kyxDwoXvg..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,田东县融媒体中心三大平台同步直播|2024年田东县迎春联欢晚会将于2月7日举行,N/A,2026-03-16 17:13:36,"为深入贯彻党的二十大精神,增强文化自信自强,团结全县各族人民全面实施乡村振兴战略,铸就社会主义文化新辉煌和文化产业繁荣...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqbxV-xUCHmJ_ut9T0q3oY-lqXa8Fplpd9GfXtqmaNdHH-kixTEnJ_Dq9_oUEL0lC2C56LaimuxKIMhvSnynqfqsXLtINJBzzq9HheYEaYGTZaCBp3ghVgVw5N3wMcSTpbOr6jqm4GXYlBvms-WtEKpmZjjEetRfBlAApH1KZQ4vAuGGXhsMeurIWqa9pqsWqae2E0_ooISiXdrgozfSg6bw..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B3E3D5761AA2EE9693DB6A892F867596C989A769D6F327
何友,CEAI 2026 大会重磅主旨报告—何友院士《智能无人系统发展前沿》,N/A,2026-04-05 22:51:41,"01主旨报告简介智能无人系统发展前沿何友中国工程院士报告人简介:何友,中国工程院院士,教授、博士生导师,1997年毕业于清...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq9iBbxDwimIrut9T0q3oY-lqXa8Fplpd9Q2jgDW_Mq2spKsa4NL3VUOG5VFILY-QcXDKJVgWMeZVK4KLy1pLlOXuvrlCeipMy9WaugDrXUDFweIE6RvX_soMY3o23vQiduHrYbMbO2geagLa45Xc2r0h3GNT-1i-yj4auIGVkfYg9wXVVDiCWkolQQj2IlMSqMw9hl_qCUCYYJSSFPgfogQ..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B408E81975CD81F9FCB406DAF60302FAB0779869D6F32C
何友,CEAI 2026 大会重磅主旨报告—何友院士《智能无人系统发展前沿》,N/A,2026-04-05 22:51:41,"01主旨报告简介智能无人系统发展前沿何友中国工程院士报告人简介:何友,中国工程院院士,教授、博士生导师,1997年毕业于清...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq0XjAJs8Zjd_ut9T0q3oY-lqXa8Fplpd9Q2jgDW_Mq2spKsa4NL3VUOG5VFILY-QcXDKJVgWMeZVK4KLy1pLlOXuvrlCeipMy9WaugDrXUDFweIE6RvX_sn-wZKsI7OUzz3vTEgiigVUUkF6TIjshsTH7KzyS1gU-0dp578Zw4RePegUTNq5RvIv1RFmXTYLBBGyq5iHld8RflztgI7RZ1g..&type=2&query=%E4%BD%95%E5%8F%8B&token=73B4320EABC37B304C4A05B76B2711244C1F6C2F69D6F332
